X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-1.400000e-02,2.000000e-05,
0,5.184000e+00,4.148000e-01,
1,5.378400e+00,4.880000e-01,
2,5.184000e+00,4.148000e-01,
3,5.378400e+00,4.880000e-01,
4,5.248800e+00,4.392000e-01,
5,5.378400e+00,5.124000e-01,
6,5.248800e+00,4.636000e-01,
7,5.378400e+00,5.368000e-01,
8,5.378400e+00,4.880000e-01,
9,5.248800e+00,5.490000e-01,
10,5.378400e+00,5.002000e-01,
11,5.248800e+00,5.612000e-01,
12,5.378400e+00,5.124000e-01,
13,5.248800e+00,5.734000e-01,
14,5.378400e+00,5.246000e-01,
15,5.248800e+00,6.100000e-01,
16,5.248800e+00,5.612000e-01,
17,5.443200e+00,6.222000e-01,
18,5.443200e+00,5.612000e-01,
19,5.248800e+00,6.344000e-01,
20,5.313600e+00,5.978000e-01,
21,5.443200e+00,6.588001e-01,
22,5.313600e+00,6.100000e-01,
23,5.443200e+00,6.710001e-01,
24,5.313600e+00,6.222000e-01,
25,5.443200e+00,6.832001e-01,
26,5.443200e+00,6.222000e-01,
27,5.313600e+00,6.954001e-01,
28,5.443200e+00,6.466000e-01,
29,5.313600e+00,7.198001e-01,
30,5.313600e+00,6.588001e-01,
31,5.508000e+00,7.320001e-01,
32,5.313600e+00,6.710001e-01,
33,5.508000e+00,7.442001e-01,
34,5.508000e+00,6.832001e-01,
35,5.313600e+00,7.564000e-01,
36,5.508000e+00,6.954001e-01,
37,5.313600e+00,7.686000e-01,
38,5.508000e+00,7.198001e-01,
39,5.313600e+00,7.808000e-01,
40,5.378400e+00,7.930000e-01,
41,5.508000e+00,7.198001e-01,
42,5.378400e+00,7.320001e-01,
43,5.508000e+00,8.052000e-01,
44,5.508000e+00,7.442001e-01,
45,5.378400e+00,8.052000e-01,
46,5.378400e+00,7.564000e-01,
47,5.508000e+00,8.174000e-01,
48,5.378400e+00,7.564000e-01,
49,5.508000e+00,8.174000e-01,
50,5.508000e+00,7.686000e-01,
51,5.378400e+00,8.418000e-01,
52,5.508000e+00,8.296000e-01,
53,5.378400e+00,7.686000e-01,
54,5.378400e+00,7.808000e-01,
55,5.572800e+00,8.418000e-01,
56,5.378400e+00,7.930000e-01,
57,5.572800e+00,8.540000e-01,
58,5.378400e+00,8.540000e-01,
59,5.572800e+00,7.930000e-01,
60,5.378400e+00,8.540000e-01,
61,5.572800e+00,7.930000e-01,
62,5.378400e+00,8.052000e-01,
63,5.572800e+00,8.662000e-01,
64,5.572800e+00,8.052000e-01,
65,5.378400e+00,8.662000e-01,
66,5.572800e+00,8.052000e-01,
67,5.378400e+00,8.784000e-01,
68,5.572800e+00,8.662000e-01,
69,5.378400e+00,8.052000e-01,
70,5.378400e+00,8.662000e-01,
71,5.572800e+00,8.174000e-01,
72,5.572800e+00,8.174000e-01,
73,5.378400e+00,8.784000e-01,
74,5.572800e+00,8.662000e-01,
75,5.378400e+00,8.174000e-01,
76,5.572800e+00,8.784000e-01,
77,5.378400e+00,8.174000e-01,
78,5.378400e+00,8.662000e-01,
79,5.572800e+00,8.174000e-01,
80,5.572800e+00,8.784000e-01,
81,5.378400e+00,8.174000e-01,
82,5.378400e+00,8.052000e-01,
83,5.572800e+00,8.662000e-01,
84,5.378400e+00,8.662000e-01,
85,5.572800e+00,8.052000e-01,
86,5.572800e+00,8.052000e-01,
87,5.378400e+00,8.662000e-01,
88,5.572800e+00,8.540000e-01,
89,5.378400e+00,8.052000e-01,
